Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †
Brooklyn,2525.0,1.0,3398220.0,Newtown Creek WPCP: Gravity Thickeners,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3397228.0,Newtown Creek WPCP: Interim Grit 1,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3398212.0,Newtown Creek WPCP: Interim Grit 2,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3398213.0,Newtown Creek WPCP: Interim Grit 3,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3398214.0,Newtown Creek WPCP: Interim Grit 4,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3332517.0,Newtown Creek WPCP: Main Building,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3398208.0,Newtown Creek WPCP: North Control Bldg,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2491.0,101.0,3336623.0,Newtown Creek WPCP: Pollution Control,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2491.0,101.0,3336628.0,Newtown Creek WPCP: Pollution Control,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2491.0,201.0,3336650.0,Newtown Creek WPCP: Pollution Control,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2527.0,2.0,3398221.0,Newtown Creek WPCP: Pollution Control,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2527.0,2.0,3398222.0,Newtown Creek WPCP: Pollution Control,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3398215.0,Newtown Creek WPCP: Skimmings Bldg,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2494.0,6.0,3395377.0,Newtown Creek WPCP: Sludge Storage Tank,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3398207.0,Newtown Creek WPCP: South Control Bldg,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Brooklyn,2525.0,1.0,3398210.0,Newtown Creek WPCP: Support Bldg,DEP, 12 ," 1,101.8 ",31.0,11,1047.9,27.6,8," 1,088.9 ", 29.0 ,34.0,810.7,21.7
Bronx,3330.0,60.0,2017876.0,North Bronx Yard and Reservoir HQ,DEP, 100 , 41.7 ,1.2,100,43.2,1.2,98, 65.0 , 2.6 ,84.0,114.6,6.3
Manhattan,2101.0,117.0,1084789.0,North River WPCP Campus: North River WPCP,DEP, 8 , 743.1 ,30.7,5,738.0,31.5,5, 738.5 , 28.3 ,7.0,747.7,28.1
Staten Island,5067.0,500.0,5135536.0,Oakwood Beach WPCP: BIN 5135536,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156474.0,Oakwood Beach WPCP: BIN 5156474,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156477.0,Oakwood Beach WPCP: BIN 5156477,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156479.0,Oakwood Beach WPCP: BIN 5156479,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156482.0,Oakwood Beach WPCP: BIN 5156482,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156486.0,Oakwood Beach WPCP: BIN 5156486,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156489.0,Oakwood Beach WPCP: BIN 5156489,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156490.0,Oakwood Beach WPCP: BIN 5156490,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156491.0,Oakwood Beach WPCP: BIN 5156491,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156492.0,Oakwood Beach WPCP: BIN 5156492,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156493.0,Oakwood Beach WPCP: BIN 5156493,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156494.0,Oakwood Beach WPCP: BIN 5156494,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156495.0,Oakwood Beach WPCP: BIN 5156495,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156496.0,Oakwood Beach WPCP: BIN 5156496,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156497.0,Oakwood Beach WPCP: BIN 5156497,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Staten Island,5067.0,500.0,5156498.0,Oakwood Beach WPCP: BIN 5156498,DEP, 13 , 795.9 ,25.5,18,736.7,22.2,13, 747.3 , 23.4 ,17.0,721.7,23.1
Brooklyn,5835.0,1.0,3846515.0,Owl's Head WPCP: 6700 Shore Rd,DEP, 65 , 501.8 ,19.2,47,576.6,24.0,54, 508.7 , 20.8 ,54.0,544.3,18.2
Brooklyn,5835.0,1.0,3397290.0,Owl's Head WPCP: Bldg  1,DEP, 65 , 501.8 ,19.2,47,576.6,24.0,54, 508.7 , 20.8 ,54.0,544.3,18.2
Brooklyn,5835.0,1.0,3397291.0,Owl's Head WPCP: Bldg  2,DEP, 65 , 501.8 ,19.2,47,576.6,24.0,54, 508.7 , 20.8 ,54.0,544.3,18.2
Brooklyn,5835.0,1.0,3397292.0,Owl's Head WPCP: Bldg  3,DEP, 65 , 501.8 ,19.2,47,576.6,24.0,54, 508.7 , 20.8 ,54.0,544.3,18.2
Brooklyn,5835.0,1.0,3397293.0,Owl's Head WPCP: Bldg  4,DEP, 65 , 501.8 ,19.2,47,576.6,24.0,54, 508.7 , 20.8 ,54.0,544.3,18.2
Brooklyn,5835.0,1.0,3397294.0,Owl's Head WPCP: Bldg  5,DEP, 65 , 501.8 ,19.2,47,576.6,24.0,54, 508.7 , 20.8 ,54.0,544.3,18.2
Brooklyn,5835.0,1.0,3397295.0,Owl's Head WPCP: Bldg  6,DEP, 65 , 501.8 ,19.2,47,576.6,24.0,54, 508.7 , 20.8 ,54.0,544.3,18.2
Staten Island,185.0,400.0,5156437.0,Port Richmond WPCP: BIN 5156437,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60.0,735.0,21.9
Staten Island,185.0,400.0,5156438.0,Port Richmond WPCP: BIN 5156438,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60.0,735.0,21.9
Staten Island,185.0,400.0,5156439.0,Port Richmond WPCP: BIN 5156439,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60.0,735.0,21.9
Staten Island,185.0,400.0,5156440.0,Port Richmond WPCP: BIN 5156440,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60.0,735.0,21.9
Staten Island,185.0,400.0,5156441.0,Port Richmond WPCP: BIN 5156441,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60.0,735.0,21.9
Staten Island,185.0,400.0,5156442.0,Port Richmond WPCP: BIN 5156442,DEP, 67 , 687.2 ,19.9,87,530.8,15.5,72, 617.1 , 18.2 ,60.0,735.0,21.9
Brooklyn,2023.0,110.0,3347744.0,Red Hook WPCP: 1 Wallabout St,DEP, 72 , 325.9 ,9.7,65,355.0,9.7,62, 351.4 , 9.5 ,67.0,339.8,9.7
Brooklyn,221.0,7.0,3852786.0,Red Hook WPCP: 63 Flushing Ave,DEP, 72 , 325.9 ,9.7,65,355.0,9.7,62, 351.4 , 9.5 ,67.0,339.8,9.7
Brooklyn,7.0,9.0,3999999.0,Red Hook WPCP: 8 Adams St,DEP, 72 , 325.9 ,9.7,65,355.0,9.7,62, 351.4 , 9.5 ,67.0,339.8,9.7
Brooklyn,7.0,1.0,3000004.0,Red Hook WPCP: Paint Storage,DEP, 72 , 325.9 ,9.7,65,355.0,9.7,62, 351.4 , 9.5 ,67.0,339.8,9.7
Brooklyn,7.0,1.0,3331723.0,Red Hook WPCP: Paint Storage,DEP, 72 , 325.9 ,9.7,65,355.0,9.7,62, 351.4 , 9.5 ,67.0,339.8,9.7
Queens,16162.0,120.0,4303723.0,Rockaway WPCP: BIN 4303723,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16161.0,53.0,4539802.0,Rockaway WPCP: BIN 4539802,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16161.0,53.0,4539803.0,Rockaway WPCP: BIN 4539803,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16161.0,53.0,4539804.0,Rockaway WPCP: BIN 4539804,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16161.0,53.0,4539805.0,Rockaway WPCP: BIN 4539805,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16161.0,53.0,4539806.0,Rockaway WPCP: BIN 4539806,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Brooklyn,1148.0,50.0,3028281.0,K022,DOE, 48 , 144.8 ,4.6,38,156.6,5.1,61, 126.9 , 3.9 ,42.0,152.5,5.0
Queens,16162.0,3.0,4539807.0,Rockaway WPCP: BIN 4539807,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16162.0,3.0,4539808.0,Rockaway WPCP: BIN 4539808,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16162.0,3.0,4539809.0,Rockaway WPCP: BIN 4539809,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,16162.0,3.0,4539810.0,Rockaway WPCP: BIN 4539810,DEP, 53 ," 1,033.9 ",29.7,40,1071.8,33.5,43, 969.0 , 30.0 ,64.0,773.8,20.6
Queens,3925.0,1.0,4195785.0,Tallman Island WPCP: BIN 4195785,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440686.0,Tallman Island WPCP: BIN 4440686,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440687.0,Tallman Island WPCP: BIN 4440687,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440688.0,Tallman Island WPCP: BIN 4440688,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440689.0,Tallman Island WPCP: BIN 4440689,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440690.0,Tallman Island WPCP: BIN 4440690,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440691.0,Tallman Island WPCP: BIN 4440691,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440692.0,Tallman Island WPCP: BIN 4440692,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440693.0,Tallman Island WPCP: BIN 4440693,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440694.0,Tallman Island WPCP: BIN 4440694,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440695.0,Tallman Island WPCP: BIN 4440695,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440696.0,Tallman Island WPCP: BIN 4440696,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440697.0,Tallman Island WPCP: BIN 4440697,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4440698.0,Tallman Island WPCP: BIN 4440698,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Queens,3925.0,1.0,4453834.0,Tallman Island WPCP: BIN 4453834,DEP, 65 ," 1,519.4 ",87.2,59,1533.1,86.1,55," 1,566.0 ", 81.0 ,48.0,1795.6,76.0
Manhattan,1819.0,30.0,1085917.0,Wards Island WPCP Campus: Wards Island WPCP,DEP, 21 , 734.8 ,19.9,19,706.1,19.1,24, 644.3 , 17.7 ,21.0,719.0,19.5
Brooklyn,6642.0,45.0,3176314.0,Council Center for Senior Citizens,DFTA, 13 , 322.9 ,8.6,7,345.1,9.1,9, 334.3 , 8.8 ,4.0,370.9,9.8
Bronx,2572.0,6.0,2091301.0,Transitional Housing Office,DHS, 32 , 276.0 ,8.7,55,212.4,6.8,85, 138.7 , 4.5 ,79.0,157.0,5.9
Brooklyn,1759.0,13.0,3048818.0,K023,DOE, 68 , 84.5 ,3.8,64,88.0,4.3,71, 81.7 , 3.9 ,65.0,87.9,4.5
Brooklyn,755.0,22.0,3011821.0,"K001 within (K001, K881)",DOE, 46 , 114.6 ,5.3,46,114.2,5.2,63, 97.2 , 4.2 ,58.0,103.0,4.8
Brooklyn,5050.0,66.0,3378201.0,K002,DOE, 47 , 157.4 ,4.8,40,166.4,5.7,50, 150.8 , 4.7 ,44.0,160.6,5.3
Brooklyn,1998.0,1.0,3057406.0,K003,DOE, 52 , 101.2 ,5.3,41,111.7,6.0,60, 93.0 , 4.2 ,30.0,123.5,6.8
Brooklyn,1490.0,1.0,3039906.0,K005,DOE, 43 , 150.0 ,7.4,50,139.1,6.9,58, 129.9 , 6.2 ,67.0,120.2,5.8
Brooklyn,5103.0,79.0,3117230.0,K006,DOE, 52 , 159.6 ,4.8,53,156.5,4.9,63, 142.9 , 4.4 ,55.0,154.7,4.8
Brooklyn,4106.0,39.0,3090998.0,"K007 within (K007, K991)",DOE, 36 , 144.0 ,4.6,29,154.3,4.7,62, 132.4 , 4.0 ,46.0,153.6,5.0
Brooklyn,211.0,1.0,3001540.0,K008,DOE, 93 , 84.7 ,2.8,78,110.6,3.6,61, 132.3 , 4.2 ,65.0,127.8,4.2
Brooklyn,1145.0,26.0,3028204.0,K009,DOE, 83 , 93.4 ,4.4,90,82.0,4.0,96, 67.6 , 3.3 ,86.0,89.5,4.7
Brooklyn,869.0,1.0,3016509.0,K010,DOE, 38 , 103.0 ,3.8,16,129.4,5.3,73, 95.2 , 3.8 ,78.0,90.7,3.4
Brooklyn,1962.0,10.0,3332865.0,K011,DOE, 86 , 82.5 ,3.5,79,104.1,5.3,90, 86.5 , 4.2 ,85.0,96.1,4.6
Brooklyn,1457.0,32.0,3039174.0,K012,DOE, 52 , 146.3 ,4.6,48,149.3,4.4,49, 148.1 , 4.7 ,39.0,162.4,5.1
Brooklyn,3823.0,1.0,3085070.0,K013,DOE, 84 , 109.0 ,4.2,90,97.2,4.0,94, 86.6 , 3.4 ,93.0,90.3,3.7
Brooklyn,7424.0,1.0,3203617.0,K014,DOE, 86 , 83.4 ,4.4,82,89.0,4.8,90, 75.7 , 3.7 ,86.0,83.5,4.1
Brooklyn,566.0,1.0,3008585.0,K015,DOE, 73 , 125.1 ,6.2,83,108.6,5.0,80, 113.0 , 5.4 ,70.0,128.6,7.0
Brooklyn,2177.0,1.0,3059906.0,K016,DOE, 84 , 89.1 ,3.4,85,86.5,3.3,91, 75.5 , 2.9 ,89.0,81.3,3.2
Brooklyn,2345.0,1.0,3062337.0,K017,DOE, 79 , 105.7 ,4.3,72,115.5,4.6,75, 110.7 , 4.0 ,75.0,111.9,4.5
Brooklyn,2787.0,1.0,3069559.0,K018,DOE, 93 , 114.8 ,3.4,85,133.8,4.5,91, 120.1 , 4.0 ,89.0,124.7,4.2
Brooklyn,2595.0,1.0,3065299.0,K031,DOE, 78 , 89.8 ,3.5,89,74.7,2.8,95, 62.6 , 2.3 ,93.0,69.0,2.6
Brooklyn,437.0,1.0,3007326.0,"K032 within (K032, K979)",DOE, 70 , 128.8 ,5.9,70,128.8,5.9,79, 115.1 , 5.3 ,72.0,126.5,5.9
Brooklyn,1743.0,18.0,3048517.0,K033,DOE, 88 , 90.0 ,3.9,83,97.1,4.4,88, 88.5 , 3.7 ,84.0,96.5,4.4
Brooklyn,1518.0,1.0,3041214.0,K040,DOE, 68 , 126.6 ,5.8,57,140.2,7.2,78, 111.4 , 5.2 ,85.0,102.0,4.8
Brooklyn,3604.0,1.0,3082389.0,K041,DOE, 44 , 119.1 ,5.7,54,109.5,5.4,66, 96.2 , 4.7 ,70.0,94.1,5.0
Brooklyn,8767.0,26.0,3246958.0,K043,DOE, 19 , 118.8 ,5.9,18,120.0,5.8,56, 82.4 , 3.5 ,37.0,98.7,4.8
Brooklyn,1821.0,1.0,3051540.0,K044,DOE, 23 , 109.2 ,6.0,63,94.7,5.0,68, 89.1 , 4.5 ,53.0,104.4,5.7
Brooklyn,3427.0,11.0,3079428.0,K045,DOE, 89 , 76.3 ,3.8,90,73.5,3.7,95, 62.7 , 2.8 ,90.0,73.5,3.6
Brooklyn,2045.0,11.0,3058088.0,K046,DOE, 81 , 86.1 ,3.9,69,100.2,5.0,87, 77.9 , 3.4 ,74.0,94.5,4.5
Brooklyn,5519.0,1.0,3132140.0,K048,DOE, 58 , 141.7 ,5.1,56,143.1,5.1,85, 102.3 , 3.7 ,67.0,129.4,5.3
Brooklyn,3025.0,1.0,3070825.0,K049,DOE, 45 , 94.8 ,4.0,86,97.4,3.7,94, 80.6 , 3.0 ,91.0,89.1,3.4
Brooklyn,2419.0,1.0,3063128.0,K050,DOE, 79 , 99.9 ,5.1,73,107.9,5.8,83, 94.0 , 4.7 ,88.0,100.4,5.4
Brooklyn,981.0,111.0,3021057.0,K051,DOE, 83 , 84.3 ,4.2,86,80.1,3.9,90, 72.9 , 3.5 ,88.0,77.5,3.8
Brooklyn,7474.0,1.0,3205435.0,K052,DOE, 86 , 97.2 ,3.7,83,102.7,4.0,91, 87.4 , 3.3 ,91.0,87.7,3.4
Brooklyn,1765.0,15.0,3049020.0,K054,DOE, 28 , 142.5 ,5.7,42,125.6,4.8,60, 105.6 , 4.1 ,72.0,94.6,3.9
Brooklyn,1448.0,1.0,3038939.0,K055,DOE, 91 , 98.3 ,3.3,80,115.4,3.9,87, 103.4 , 3.3 ,89.0,100.0,3.4
Brooklyn,1983.0,10.0,3056874.0,K056,DOE, 97 , 72.2 ,1.9,98,68.3,2.1,92, 85.7 , 3.1 ,87.0,96.6,3.6
Brooklyn,1616.0,1.0,3043822.0,K057,DOE, 5 , 115.6 ,4.3,73,115.9,4.4,89, 91.7 , 3.4 ,87.0,95.5,3.6
Brooklyn,449.0,15.0,3007547.0,K058,DOE, 94 , 59.8 ,2.8,90,66.2,3.3,99, 46.9 , 2.0 ,97.0,53.1,2.7
Brooklyn,1749.0,1.0,3048546.0,K059,DOE, 68 , 98.1 ,5.0,64,101.9,5.4,80, 83.9 , 4.0 ,86.0,83.6,4.3
Brooklyn,1316.0,15.0,3337872.0,K061,DOE, 43 , 108.4 ,5.2,51,112.8,5.5,51, 112.1 , 5.0 ,57.0,107.4,4.0
Brooklyn,5391.0,1.0,3126842.0,K062,DOE, 86 , 111.2 ,5.0,86,110.6,5.4,97, 80.2 , 3.9 ,92.0,97.7,5.1
Brooklyn,4126.0,47.0,3092063.0,K065,DOE, 97 , 114.0 ,3.9,97,117.9,4.1,97, 116.0 , 4.0 ,94.0,132.3,4.6
Brooklyn,8129.0,60.0,3325418.0,K066,DOE, 39 , 177.0 ,5.5,53,155.8,4.9,76, 122.9 , 3.8 ,72.0,128.5,4.1
Brooklyn,2039.0,2.0,3332507.0,K067,DOE, 45 , 132.9 ,5.6,55,120.6,5.2,47, 129.2 , 5.7 ,49.0,128.3,4.9
Brooklyn,8018.0,1.0,3224947.0,K068,DOE, 87 , 78.3 ,3.1,74,94.9,4.3,94, 66.7 , 2.6 ,94.0,67.6,2.8
Brooklyn,5735.0,32.0,3387646.0,K069,DOE, 28 , 212.0 ,7.1,28,210.4,7.3,34, 196.8 , 6.6 ,31.0,202.8,6.8
Brooklyn,2227.0,1.0,3061064.0,K071,DOE, 84 , 105.9 ,4.9,85,100.8,4.7,90, 90.7 , 4.1 ,86.0,100.2,4.7
Brooklyn,4069.0,1.0,3090219.0,K072,DOE, 89 , 80.0 ,4.0,90,78.9,4.0,95, 67.2 , 3.2 ,89.0,79.2,4.1
Brooklyn,1528.0,1.0,3041561.0,K073,DOE, 61 , 117.3 ,4.6,54,124.0,4.9,83, 89.3 , 3.4 ,78.0,97.6,3.9
Brooklyn,3314.0,1.0,3075879.0,"K075 within (K075, K875)",DOE, 76 , 111.5 ,4.0,71,117.6,4.1,87, 93.6 , 3.2 ,86.0,96.6,3.4
Brooklyn,8388.0,2.0,3236496.0,K078,DOE, 70 , 85.8 ,3.9,64,91.0,4.1,83, 72.2 , 3.1 ,87.0,67.8,3.2
Brooklyn,1602.0,19.0,3043248.0,K081,DOE, 47 , 132.9 ,6.5,80,94.1,3.4,84, 83.5 , 3.1 ,77.0,88.9,3.4
Brooklyn,2391.0,1.0,3062766.0,K084,DOE, 68 , 97.8 ,4.1,86,99.5,4.6,96, 75.6 , 3.2 ,93.0,84.4,3.5
Brooklyn,2008.0,1.0,3057521.0,K085,DOE, 39 , 137.1 ,5.7,32,139.9,6.3,88, 108.4 , 4.3 ,78.0,126.1,5.8
Brooklyn,3289.0,27.0,3075109.0,K086,DOE, 100 , 71.5 ,3.0,99,73.0,3.0,99, 74.1 , 3.0 ,96.0,95.6,4.0
Brooklyn,880.0,1.0,3331276.0,K088,DOE, 64 , 107.4 ,5.3,54,116.7,6.0,73, 96.7 , 4.7 ,58.0,113.3,5.8
Brooklyn,7266.0,40.0,3196558.0,K090,DOE, 68 , 100.6 ,4.6,75,92.6,3.9,54, 113.3 , 5.6 ,63.0,105.4,5.2
Brooklyn,4794.0,26.0,3106599.0,"K091 within (K091, K891)",DOE, 66 , 107.4 ,4.3,61,111.9,4.5,80, 90.2 , 3.5 ,61.0,112.9,4.5
Brooklyn,5049.0,55.0,3115866.0,K092,DOE, 90 , 89.8 ,3.4,91,85.8,3.4,90, 89.1 , 3.5 ,86.0,96.9,3.8
Brooklyn,1868.0,7.0,3053993.0,K093,DOE, 62 , 122.2 ,6.8,54,130.8,7.2,84, 94.1 , 5.0 ,84.0,94.4,5.3
Brooklyn,792.0,26.0,3332126.0,K094,DOE, 63 , 127.9 ,4.5,74,113.7,4.1,81, 103.6 , 3.6 ,73.0,115.1,4.3
Brooklyn,7123.0,66.0,3192661.0,"K095 within (K095, K951)",DOE, 73 , 109.1 ,5.2,63,121.1,5.9,92, 79.4 , 3.5 ,74.0,107.6,5.5
Brooklyn,6595.0,33.0,3174076.0,K096,DOE, 78 , 97.9 ,3.8,72,104.6,4.2,83, 90.0 , 3.5 ,81.0,94.4,3.8
Brooklyn,6667.0,24.0,3177680.0,"K097 within (K097, K937)",DOE, 6 , 229.3 ,13.2,65,119.3,5.3,69, 114.1 , 5.0 ,56.0,130.6,5.7
Brooklyn,6535.0,11.0,3171478.0,K099,DOE, 88 , 93.7 ,3.7,91,86.6,3.4,94, 78.6 , 3.1 ,85.0,99.2,4.3
Brooklyn,7281.0,1.0,3196595.0,K100,DOE, 70 , 115.3 ,6.0,53,134.8,7.1,84, 95.6 , 4.8 ,79.0,103.0,5.4
Brooklyn,6875.0,32.0,3185973.0,K101,DOE, 82 , 113.5 ,4.6,97,110.8,4.4,99, 101.3 , 3.9 ,97.0,116.3,4.8
Brooklyn,5890.0,1.0,3146491.0,K102,DOE, 81 , 119.8 ,4.4,80,119.7,4.5,89, 103.2 , 3.7 ,84.0,114.0,4.6
Brooklyn,6088.0,1.0,3154775.0,K104,DOE, 90 , 97.2 ,4.3,99,61.7,1.7,97, 74.8 , 2.8 ,88.0,102.2,4.7
Brooklyn,5702.0,1.0,3140612.0,K105,DOE, 72 , 113.2 ,4.3,68,117.2,4.4,66, 119.4 , 4.5 ,30.0,136.6,5.5
